path_uid,from_node,to_node,path_id,node_index,node_id,offset_time
P1__SORT2__path_1,P1,SORT2,path_1,1,SORT2,9.32
P1__OUT1__path_1,P1,OUT1,path_1,0,P1,0.0
P1__OUT1__path_1,P1,OUT1,path_1,1,OUT1,9.441
P1__OUT2__path_1,P1,OUT2,path_1,0,P1,0.0
P1__OUT2__path_1,P1,OUT2,path_1,1,OUT2,10.533
P1__CHG1__path_1,P1,CHG1,path_1,0,P1,0.0
P1__CHG1__path_1,P1,CHG1,path_1,1,CHG1,2.323
P1__CHG2__path_1,P1,CHG2,path_1,0,P1,0.0
P1__CHG2__path_1,P1,CHG2,path_1,1,CHG2,6.228
P2__IN1__path_1,P2,IN1,path_1,0,P2,0.0
P2__IN1__path_1,P2,IN1,path_1,1,IN1,5.419
P2__IN2__path_1,P2,IN2,path_1,0,P2,0.0
P2__IN2__path_1,P2,IN2,path_1,1,IN2,5.366
P2__P1__path_1,P2,P1,path_1,0,P2,0.0
P2__P1__path_1,P2,P1,path_1,1,P1,3.345
P2__P3__path_1,P2,P3,path_1,0,P2,0.0
P2__P3__path_1,P2,P3,path_1,1,P3,2.986
P2__P4__path_1,P2,P4,path_1,0,P2,0.0
P2__P4__path_1,P2,P4,path_1,1,P4,1.215
P2__P5__path_1,P2,P5,path_1,0,P2,0.0
P2__P5__path_1,P2,P5,path_1,1,P5,2.269
P2__P6__path_1,P2,P6,path_1,0,P2,0.0
P2__P6__path_1,P2,P6,path_1,1,P6,5.406
P2__P7__path_1,P2,P7,path_1,0,P2,0.0
P2__P7__path_1,P2,P7,path_1,1,P7,4.004
P2__P8__path_1,P2,P8,path_1,0,P2,0.0
P2__P8__path_1,P2,P8,path_1,1,P8,6.079
P2__P9__path_1,P2,P9,path_1,0,P2,0.0
P2__P9__path_1,P2,P9,path_1,1,P9,3.313
P2__SORT1__path_1,P2,SORT1,path_1,0,P2,0.0
P2__SORT1__path_1,P2,SORT1,path_1,1,SORT1,6.798
P2__SORT2__path_1,P2,SORT2,path_1,0,P2,0.0
P2__SORT2__path_1,P2,SORT2,path_1,1,SORT2,6.95
P2__OUT1__path_1,P2,OUT1,path_1,0,P2,0.0
P2__OUT1__path_1,P2,OUT1,path_1,1,OUT1,8.896
P2__OUT2__path_1,P2,OUT2,path_1,0,P2,0.0
P2__OUT2__path_1,P2,OUT2,path_1,1,OUT2,8.588
P2__CHG1__path_1,P2,CHG1,path_1,0,P2,0.0
P2__CHG1__path_1,P2,CHG1,path_1,1,CHG1,5.182
P2__CHG2__path_1,P2,CHG2,path_1,0,P2,0.0
P2__CHG2__path_1,P2,CHG2,path_1,1,CHG2,5.787
P3__IN1__path_1,P3,IN1,path_1,0,P3,0.0
P3__IN1__path_1,P3,IN1,path_1,1,IN1,5.648
P3__IN2__path_1,P3,IN2,path_1,0,P3,0.0
P3__IN2__path_1,P3,IN2,path_1,1,IN2,3.728
P3__P1__path_1,P3,P1,path_1,0,P3,0.0
P3__P1__path_1,P3,P1,path_1,1,P1,4.354
P3__P2__path_1,P3,P2,path_1,0,P3,0.0
P3__P2__path_1,P3,P2,path_1,1,P2,2.986
P3__P4__path_1,P3,P4,path_1,0,P3,0.0
P3__P4__path_1,P3,P4,path_1,1,P4,4.14
P3__P5__path_1,P3,P5,path_1,0,P3,0.0
P3__P5__path_1,P3,P5,path_1,1,P5,2.648
P3__P6__path_1,P3,P6,path_1,0,P3,0.0
P3__P6__path_1,P3,P6,path_1,1,P6,4.855
P3__P7__path_1,P3,P7,path_1,0,P3,0.0
P3__P7__path_1,P3,P7,path_1,1,P7,6.096
P3__P8__path_1,P3,P8,path_1,0,P3,0.0
P3__P8__path_1,P3,P8,path_1,1,P8,6.56
P3__P9__path_1,P3,P9,path_1,0,P3,0.0
P3__P9__path_1,P3,P9,path_1,1,P9,3.394
P3__SORT1__path_1,P3,SORT1,path_1,0,P3,0.0
P3__SORT1__path_1,P3,SORT1,path_1,1,SORT1,7.279
P3__SORT2__path_1,P3,SORT2,path_1,0,P3,0.0
P3__SORT2__path_1,P3,SORT2,path_1,1,SORT2,7.368
P3__OUT1__path_1,P3,OUT1,path_1,0,P3,0.0
P3__OUT1__path_1,P3,OUT1,path_1,1,OUT1,9.377
P3__OUT2__path_1,P3,OUT2,path_1,0,P3,0.0
P3__OUT2__path_1,P3,OUT2,path_1,1,OUT2,9.009
P3__CHG1__path_1,P3,CHG1,path_1,0,P3,0.0
P3__CHG1__path_1,P3,CHG1,path_1,1,CHG1,5.913
P3__CHG2__path_1,P3,CHG2,path_1,0,P3,0.0
P3__CHG2__path_1,P3,CHG2,path_1,1,CHG2,8.738
P4__IN1__path_1,P4,IN1,path_1,0,P4,0.0
P4__IN1__path_1,P4,IN1,path_1,1,IN1,5.452
P4__IN2__path_1,P4,IN2,path_1,0,P4,0.0
P4__IN2__path_1,P4,IN2,path_1,1,IN2,6.526
P4__P1__path_1,P4,P1,path_1,0,P4,0.0
P4__P1__path_1,P4,P1,path_1,1,P1,2.622
P4__P2__path_1,P4,P2,path_1,0,P4,0.0
P4__P2__path_1,P4,P2,path_1,1,P2,1.215
P4__P3__path_1,P4,P3,path_1,0,P4,0.0
P4__P3__path_1,P4,P3,path_1,1,P3,4.14
P4__P5__path_1,P4,P5,path_1,0,P4,0.0
P4__P5__path_1,P4,P5,path_1,1,P5,3.123
P4__P6__path_1,P4,P6,path_1,0,P4,0.0
P4__P6__path_1,P4,P6,path_1,1,P6,6.26
P4__P7__path_1,P4,P7,path_1,0,P4,0.0
P4__P7__path_1,P4,P7,path_1,1,P7,3.043
P4__P8__path_1,P4,P8,path_1,0,P4,0.0
P4__P8__path_1,P4,P8,path_1,1,P8,5.809
P4__P9__path_1,P4,P9,path_1,0,P4,0.0
P4__P9__path_1,P4,P9,path_1,1,P9,4.168
P4__SORT1__path_1,P4,SORT1,path_1,0,P4,0.0
P4__SORT1__path_1,P4,SORT1,path_1,1,SORT1,5.99
P4__SORT2__path_1,P4,SORT2,path_1,0,P4,0.0
P4__SORT2__path_1,P4,SORT2,path_1,1,SORT2,7.805
P4__OUT1__path_1,P4,OUT1,path_1,0,P4,0.0
P4__OUT1__path_1,P4,OUT1,path_1,1,OUT1,7.797
P4__OUT2__path_1,P4,OUT2,path_1,0,P4,0.0
P4__OUT2__path_1,P4,OUT2,path_1,1,OUT2,8.889
P4__CHG1__path_1,P4,CHG1,path_1,0,P4,0.0
P4__CHG1__path_1,P4,CHG1,path_1,1,CHG1,4.46
P4__CHG2__path_1,P4,CHG2,path_1,0,P4,0.0
P4__CHG2__path_1,P4,CHG2,path_1,1,CHG2,4.605
P5__IN1__path_1,P5,IN1,path_1,0,P5,0.0
P5__IN1__path_1,P5,IN1,path_1,1,IN1,6.423
P5__IN2__path_1,P5,IN2,path_1,0,P5,0.0
P5__IN2__path_1,P5,IN2,path_1,1,IN2,5.692
P5__P1__path_1,P5,P1,path_1,0,P5,0.0
P5__P1__path_1,P5,P1,path_1,1,P1,4.639
P5__P2__path_1,P5,P2,path_1,0,P5,0.0
P5__P2__path_1,P5,P2,path_1,1,P2,2.269
P5__P3__path_1,P5,P3,path_1,0,P5,0.0
P5__P3__path_1,P5,P3,path_1,1,P3,2.648
P5__P4__path_1,P5,P4,path_1,0,P5,0.0
P5__P4__path_1,P5,P4,path_1,1,P4,3.123
P5__P6__path_1,P5,P6,path_1,0,P5,0.0
P5__P6__path_1,P5,P6,path_1,1,P6,3.238
P5__P7__path_1,P5,P7,path_1,0,P5,0.0
P5__P7__path_1,P5,P7,path_1,1,P7,3.812
P5__P8__path_1,P5,P8,path_1,0,P5,0.0
P5__P8__path_1,P5,P8,path_1,1,P8,3.913
P5__P9__path_1,P5,P9,path_1,0,P5,0.0
P5__P9__path_1,P5,P9,path_1,1,P9,1.113
P5__SORT1__path_1,P5,SORT1,path_1,0,P5,0.0
P5__SORT1__path_1,P5,SORT1,path_1,1,SORT1,4.632
P5__SORT2__path_1,P5,SORT2,path_1,0,P5,0.0
P5__SORT2__path_1,P5,SORT2,path_1,1,SORT2,4.74
P5__OUT1__path_1,P5,OUT1,path_1,0,P5,0.0
P5__OUT1__path_1,P5,OUT1,path_1,1,OUT1,6.73
P5__OUT2__path_1,P5,OUT2,path_1,0,P5,0.0
P5__OUT2__path_1,P5,OUT2,path_1,1,OUT2,6.381
P5__CHG1__path_1,P5,CHG1,path_1,0,P5,0.0
P5__CHG1__path_1,P5,CHG1,path_1,1,CHG1,6.34
P5__CHG2__path_1,P5,CHG2,path_1,0,P5,0.0
P5__CHG2__path_1,P5,CHG2,path_1,1,CHG2,5.762
P6__IN1__path_1,P6,IN1,path_1,0,P6,0.0
P6__IN1__path_1,P6,IN1,path_1,1,IN1,9.466
P6__IN2__path_1,P6,IN2,path_1,0,P6,0.0
P6__IN2__path_1,P6,IN2,path_1,1,IN2,8.115
P6__P1__path_1,P6,P1,path_1,0,P6,0.0
P6__P1__path_1,P6,P1,path_1,1,P1,7.688
P6__P2__path_1,P6,P2,path_1,0,P6,0.0
P6__P2__path_1,P6,P2,path_1,1,P2,5.406
P6__P3__path_1,P6,P3,path_1,0,P6,0.0
P6__P3__path_1,P6,P3,path_1,1,P3,4.855
P6__P4__path_1,P6,P4,path_1,0,P6,0.0
P6__P4__path_1,P6,P4,path_1,1,P4,6.26
P6__P5__path_1,P6,P5,path_1,0,P6,0.0
P6__P5__path_1,P6,P5,path_1,1,P5,3.238
P6__P7__path_1,P6,P7,path_1,0,P6,0.0
P6__P7__path_1,P6,P7,path_1,1,P7,6.406
P6__P8__path_1,P6,P8,path_1,0,P6,0.0
P6__P8__path_1,P6,P8,path_1,1,P8,3.298
P6__P9__path_1,P6,P9,path_1,0,P6,0.0
P6__P9__path_1,P6,P9,path_1,1,P9,2.138
P6__SORT1__path_1,P6,SORT1,path_1,0,P6,0.0
P6__SORT1__path_1,P6,SORT1,path_1,1,SORT1,3.816
P6__SORT2__path_1,P6,SORT2,path_1,0,P6,0.0
P6__SORT2__path_1,P6,SORT2,path_1,1,SORT2,2.813
P6__OUT1__path_1,P6,OUT1,path_1,0,P6,0.0
P6__OUT1__path_1,P6,OUT1,path_1,1,OUT1,5.363
P6__OUT2__path_1,P6,OUT2,path_1,0,P6,0.0
P6__OUT2__path_1,P6,OUT2,path_1,1,OUT2,4.308
P6__CHG1__path_1,P6,CHG1,path_1,0,P6,0.0
P6__CHG1__path_1,P6,CHG1,path_1,1,CHG1,9.389
P6__CHG2__path_1,P6,CHG2,path_1,0,P6,0.0
P6__CHG2__path_1,P6,CHG2,path_1,1,CHG2,5.665
P7__IN1__path_1,P7,IN1,path_1,0,P7,0.0
P7__IN1__path_1,P7,IN1,path_1,1,IN1,7.517
P7__IN2__path_1,P7,IN2,path_1,0,P7,0.0
P7__IN2__path_1,P7,IN2,path_1,1,IN2,8.787
P7__P1__path_1,P7,P1,path_1,0,P7,0.0
P7__P1__path_1,P7,P1,path_1,1,P1,4.687
P7__P2__path_1,P7,P2,path_1,0,P7,0.0
P7__P2__path_1,P7,P2,path_1,1,P2,4.004
P7__P3__path_1,P7,P3,path_1,0,P7,0.0
P7__P3__path_1,P7,P3,path_1,1,P3,6.096
P7__P4__path_1,P7,P4,path_1,0,P7,0.0
P7__P4__path_1,P7,P4,path_1,1,P4,3.043
P7__P5__path_1,P7,P5,path_1,0,P7,0.0
P7__P5__path_1,P7,P5,path_1,1,P5,3.812
P7__P6__path_1,P7,P6,path_1,0,P7,0.0
P7__P6__path_1,P7,P6,path_1,1,P6,6.406
P7__P8__path_1,P7,P8,path_1,0,P7,0.0
P7__P8__path_1,P7,P8,path_1,1,P8,3.022
P7__P9__path_1,P7,P9,path_1,0,P7,0.0
P7__P9__path_1,P7,P9,path_1,1,P9,4.294
P7__SORT1__path_1,P7,SORT1,path_1,0,P7,0.0
P7__SORT1__path_1,P7,SORT1,path_1,1,SORT1,3.203
P7__SORT2__path_1,P7,SORT2,path_1,0,P7,0.0
P7__SORT2__path_1,P7,SORT2,path_1,1,SORT2,5.147
P7__OUT1__path_1,P7,OUT1,path_1,0,P7,0.0
P7__OUT1__path_1,P7,OUT1,path_1,1,OUT1,5.01
P7__OUT2__path_1,P7,OUT2,path_1,0,P7,0.0
P7__OUT2__path_1,P7,OUT2,path_1,1,OUT2,6.102
P7__CHG1__path_1,P7,CHG1,path_1,0,P7,0.0
P7__CHG1__path_1,P7,CHG1,path_1,1,CHG1,6.513
P7__CHG2__path_1,P7,CHG2,path_1,0,P7,0.0
P7__CHG2__path_1,P7,CHG2,path_1,1,CHG2,1.95
P8__IN1__path_1,P8,IN1,path_1,0,P8,0.0
P8__IN1__path_1,P8,IN1,path_1,1,IN1,10.283
P8__IN2__path_1,P8,IN2,path_1,0,P8,0.0
P8__IN2__path_1,P8,IN2,path_1,1,IN2,9.601
P8__P1__path_1,P8,P1,path_1,0,P8,0.0
P8__P1__path_1,P8,P1,path_1,1,P1,7.453
P8__P2__path_1,P8,P2,path_1,0,P8,0.0
P8__P2__path_1,P8,P2,path_1,1,P2,6.079
P8__P3__path_1,P8,P3,path_1,0,P8,0.0
P8__P3__path_1,P8,P3,path_1,1,P3,6.56
P8__P4__path_1,P8,P4,path_1,0,P8,0.0
P8__P4__path_1,P8,P4,path_1,1,P4,5.809
P8__P5__path_1,P8,P5,path_1,0,P8,0.0
P8__P5__path_1,P8,P5,path_1,1,P5,3.913
P8__P6__path_1,P8,P6,path_1,0,P8,0.0
P8__P6__path_1,P8,P6,path_1,1,P6,3.298
P8__P7__path_1,P8,P7,path_1,0,P8,0.0
P8__P7__path_1,P8,P7,path_1,1,P7,3.022
P8__P9__path_1,P8,P9,path_1,0,P8,0.0
P8__P9__path_1,P8,P9,path_1,1,P9,4.052
P8__SORT1__path_1,P8,SORT1,path_1,0,P8,0.0
P8__SORT1__path_1,P8,SORT1,path_1,1,SORT1,1.018
P8__SORT2__path_1,P8,SORT2,path_1,0,P8,0.0
P8__SORT2__path_1,P8,SORT2,path_1,1,SORT2,2.362
P8__OUT1__path_1,P8,OUT1,path_1,0,P8,0.0
P8__OUT1__path_1,P8,OUT1,path_1,1,OUT1,3.299
P8__OUT2__path_1,P8,OUT2,path_1,0,P8,0.0
P8__OUT2__path_1,P8,OUT2,path_1,1,OUT2,3.672
P8__CHG1__path_1,P8,CHG1,path_1,0,P8,0.0
P8__CHG1__path_1,P8,CHG1,path_1,1,CHG1,9.278
P8__CHG2__path_1,P8,CHG2,path_1,0,P8,0.0
P8__CHG2__path_1,P8,CHG2,path_1,1,CHG2,2.367
P9__IN1__path_1,P9,IN1,path_1,0,P9,0.0
P9__IN1__path_1,P9,IN1,path_1,1,IN1,7.406
P9__IN2__path_1,P9,IN2,path_1,0,P9,0.0
P9__IN2__path_1,P9,IN2,path_1,1,IN2,6.439
P9__P1__path_1,P9,P1,path_1,0,P9,0.0
P9__P1__path_1,P9,P1,path_1,1,P1,5.628
P9__P2__path_1,P9,P2,path_1,0,P9,0.0
P9__P2__path_1,P9,P2,path_1,1,P2,3.313
P9__P3__path_1,P9,P3,path_1,0,P9,0.0
P9__P3__path_1,P9,P3,path_1,1,P3,3.394
P9__P4__path_1,P9,P4,path_1,0,P9,0.0
P9__P4__path_1,P9,P4,path_1,1,P4,4.168
P9__P5__path_1,P9,P5,path_1,0,P9,0.0
P9__P5__path_1,P9,P5,path_1,1,P5,1.113
P9__P6__path_1,P9,P6,path_1,0,P9,0.0
P9__P6__path_1,P9,P6,path_1,1,P6,2.138
P9__P7__path_1,P9,P7,path_1,0,P9,0.0
P9__P7__path_1,P9,P7,path_1,1,P7,4.294
P9__P8__path_1,P9,P8,path_1,0,P9,0.0
P9__P8__path_1,P9,P8,path_1,1,P8,4.052
P9__SORT1__path_1,P9,SORT1,path_1,0,P9,0.0
P9__SORT1__path_1,P9,SORT1,path_1,1,SORT1,4.77
P9__SORT2__path_1,P9,SORT2,path_1,0,P9,0.0
P9__SORT2__path_1,P9,SORT2,path_1,1,SORT2,4.771
P9__OUT1__path_1,P9,OUT1,path_1,0,P9,0.0
P9__OUT1__path_1,P9,OUT1,path_1,1,OUT1,6.862
P9__OUT2__path_1,P9,OUT2,path_1,0,P9,0.0
P9__OUT2__path_1,P9,OUT2,path_1,1,OUT2,6.411
P9__CHG1__path_1,P9,CHG1,path_1,0,P9,0.0
P9__CHG1__path_1,P9,CHG1,path_1,1,CHG1,7.329
P9__CHG2__path_1,P9,CHG2,path_1,0,P9,0.0
P9__CHG2__path_1,P9,CHG2,path_1,1,CHG2,6.244
SORT1__IN1__path_1,SORT1,IN1,path_1,0,SORT1,0.0
SORT1__IN1__path_1,SORT1,IN1,path_1,1,IN1,10.464
SORT1__IN2__path_1,SORT1,IN2,path_1,0,SORT1,0.0
SORT1__IN2__path_1,SORT1,IN2,path_1,1,IN2,10.32
SORT1__P1__path_1,SORT1,P1,path_1,0,SORT1,0.0
SORT1__P1__path_1,SORT1,P1,path_1,1,P1,7.634
SORT1__P2__path_1,SORT1,P2,path_1,0,SORT1,0.0
SORT1__P2__path_1,SORT1,P2,path_1,1,P2,6.798
SORT1__P3__path_1,SORT1,P3,path_1,0,SORT1,0.0
SORT1__P3__path_1,SORT1,P3,path_1,1,P3,7.279
SORT1__P4__path_1,SORT1,P4,path_1,0,SORT1,0.0
SORT1__P4__path_1,SORT1,P4,path_1,1,P4,5.99
SORT1__P5__path_1,SORT1,P5,path_1,0,SORT1,0.0
SORT1__P5__path_1,SORT1,P5,path_1,1,P5,4.632
SORT1__P6__path_1,SORT1,P6,path_1,0,SORT1,0.0
SORT1__P6__path_1,SORT1,P6,path_1,1,P6,3.816
SORT1__P7__path_1,SORT1,P7,path_1,0,SORT1,0.0
SORT1__P7__path_1,SORT1,P7,path_1,1,P7,3.203
SORT1__P8__path_1,SORT1,P8,path_1,0,SORT1,0.0
SORT1__P8__path_1,SORT1,P8,path_1,1,P8,1.018
SORT1__P9__path_1,SORT1,P9,path_1,0,SORT1,0.0
SORT1__P9__path_1,SORT1,P9,path_1,1,P9,4.77
SORT1__SORT2__path_1,SORT1,SORT2,path_1,0,SORT1,0.0
SORT1__SORT2__path_1,SORT1,SORT2,path_1,1,SORT2,1.995
SORT1__OUT1__path_1,SORT1,OUT1,path_1,0,SORT1,0.0
SORT1__OUT1__path_1,SORT1,OUT1,path_1,1,OUT1,2.286
SORT1__OUT2__path_1,SORT1,OUT2,path_1,0,SORT1,0.0
SORT1__OUT2__path_1,SORT1,OUT2,path_1,1,OUT2,2.93
SORT1__CHG1__path_1,SORT1,CHG1,path_1,0,SORT1,0.0
SORT1__CHG1__path_1,SORT1,CHG1,path_1,1,CHG1,9.459
SORT1__CHG2__path_1,SORT1,CHG2,path_1,0,SORT1,0.0
SORT1__CHG2__path_1,SORT1,CHG2,path_1,1,CHG2,2.277
SORT2__IN1__path_1,SORT2,IN1,path_1,0,SORT2,0.0
SORT2__IN1__path_1,SORT2,IN1,path_1,1,IN1,11.105
SORT2__IN2__path_1,SORT2,IN2,path_1,0,SORT2,0.0
SORT2__IN2__path_1,SORT2,IN2,path_1,1,IN2,10.413
SORT2__P1__path_1,SORT2,P1,path_1,0,SORT2,0.0
SORT2__P1__path_1,SORT2,P1,path_1,1,P1,9.32
SORT2__P2__path_1,SORT2,P2,path_1,0,SORT2,0.0
SORT2__P2__path_1,SORT2,P2,path_1,1,P2,6.95
SORT2__P3__path_1,SORT2,P3,path_1,0,SORT2,0.0
SORT2__P3__path_1,SORT2,P3,path_1,1,P3,7.368
SORT2__P4__path_1,SORT2,P4,path_1,0,SORT2,0.0
SORT2__P4__path_1,SORT2,P4,path_1,1,P4,7.805
SORT2__P5__path_1,SORT2,P5,path_1,0,SORT2,0.0
SORT2__P5__path_1,SORT2,P5,path_1,1,P5,4.74
SORT2__P6__path_1,SORT2,P6,path_1,0,SORT2,0.0
SORT2__P6__path_1,SORT2,P6,path_1,1,P6,2.813
SORT2__P7__path_1,SORT2,P7,path_1,0,SORT2,0.0
SORT2__P7__path_1,SORT2,P7,path_1,1,P7,5.147
SORT2__P8__path_1,SORT2,P8,path_1,0,SORT2,0.0
SORT2__P8__path_1,SORT2,P8,path_1,1,P8,2.362
SORT2__P9__path_1,SORT2,P9,path_1,0,SORT2,0.0
SORT2__P9__path_1,SORT2,P9,path_1,1,P9,4.771
SORT2__SORT1__path_1,SORT2,SORT1,path_1,0,SORT2,0.0
SORT2__SORT1__path_1,SORT2,SORT1,path_1,1,SORT1,1.995
SORT2__OUT1__path_1,SORT2,OUT1,path_1,0,SORT2,0.0
SORT2__OUT1__path_1,SORT2,OUT1,path_1,1,OUT1,2.625
SORT2__OUT2__path_1,SORT2,OUT2,path_1,0,SORT2,0.0
SORT2__OUT2__path_1,SORT2,OUT2,path_1,1,OUT2,1.641
SORT2__CHG1__path_1,SORT2,CHG1,path_1,0,SORT2,0.0
SORT2__CHG1__path_1,SORT2,CHG1,path_1,1,CHG1,11.022
SORT2__CHG2__path_1,SORT2,CHG2,path_1,0,SORT2,0.0
SORT2__CHG2__path_1,SORT2,CHG2,path_1,1,CHG2,4.272
OUT1__IN1__path_1,OUT1,IN1,path_1,0,OUT1,0.0
OUT1__IN1__path_1,OUT1,IN1,path_1,1,IN1,12.271
OUT1__IN2__path_1,OUT1,IN2,path_1,0,OUT1,0.0
OUT1__IN2__path_1,OUT1,IN2,path_1,1,IN2,12.419
OUT1__P1__path_1,OUT1,P1,path_1,0,OUT1,0.0
OUT1__P1__path_1,OUT1,P1,path_1,1,P1,9.441
OUT1__P2__path_1,OUT1,P2,path_1,0,OUT1,0.0
OUT1__P2__path_1,OUT1,P2,path_1,1,P2,8.896
OUT1__P3__path_1,OUT1,P3,path_1,0,OUT1,0.0
OUT1__P3__path_1,OUT1,P3,path_1,1,P3,9.377
OUT1__P4__path_1,OUT1,P4,path_1,0,OUT1,0.0
OUT1__P4__path_1,OUT1,P4,path_1,1,P4,7.797
OUT1__P5__path_1,OUT1,P5,path_1,0,OUT1,0.0
OUT1__P5__path_1,OUT1,P5,path_1,1,P5,6.73
